chi5_zero_height,zero_index,ordinate,theoretical_real,theoretical_imag,estimated_real,estimated_imag,amplitude_ratio,phase_error
143.0,76,130.19703826685776,-3.4714149516699276e-09,-2.1353846865680088e-10,4.267363109988927e-07,-5.927192666081286e-07,209.99454304358204,2.133359452947111
143.0,77,132.08600530311753,-3.277288375208354e-09,-1.987077887769096e-10,-5.506279896449962e-07,-4.999195628779167e-07,226.51375398497532,0.6766093954200274
143.0,78,133.03022838833192,-3.185337866590391e-09,-1.91758929143238e-10,-1.4743004574015358e-07,-8.319558224661136e-07,264.77283190531676,1.3352801909640684
143.0,79,134.92496389411156,-3.0103480162284252e-09,-1.7867425254187996e-10,-1.0346515425695265e-06,1.6007437530146863e-07,347.1764262069127,-0.2127801382068271
143.0,80,135.8744976900984,-2.9271721698828074e-09,-1.7252087676209965e-10,-1.371653154336217e-06,-7.325908897986173e-07,530.3197849641309,0.4316792562922429
143.0,81,137.20108346684066,-2.815717991288327e-09,-1.6434422838658457e-10,1.3481001481912227e-06,1.4154140496064625e-06,693.0233260929256,-2.390141803325767
143.0,82,138.0356990313049,-2.7483084248396737e-09,-1.5943793846362996e-10,-1.4250824883071673e-06,1.0604808950631032e-06,645.2643151907085,-0.6976973523820285
143.0,83,139.41059959514575,-2.641599559075785e-09,-1.5173312768404787e-10,6.559949046745341e-07,-6.803624487536586e-07,357.1885681471221,2.2805853876042548
143.0,84,141.94624055160494,-2.458035899019355e-09,-1.3866239448846095e-10,5.160658589188838e-07,2.4343776338198555e-08,209.85031842097032,3.1323774106844833
143.0,85,142.52451243298776,-2.4184269009436623e-09,-1.358734157050503e-10,-5.251395611168398e-07,4.7361715378464375e-08,217.67901631450164,-0.1460690293171123
